id,json,geometrie,gemeinde_name,strasse_name
3034bf98-3ef5-11e5-9fec-0050569b7e95,"{""strasse_name"": ""Am Umspannwerk"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12690"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034bf98-3ef5-11e5-9fec-0050569b7e95""}","LINESTRING (12.063334 54.104493, 12.064143 54.104540)","Rostock, Hanse- und Universitätsstadt",Am Umspannwerk
30350c64-3ef5-11e5-a012-0050569b7e95,"{""strasse_name"": ""Anna-Seghers-Ring"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""11000"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30350c64-3ef5-11e5-a012-0050569b7e95""}","MULTILINESTRING ((12.044680 54.125151, 12.046904 54.123766), (12.044548 54.124483, 12.044680 54.125151))","Rostock, Hanse- und Universitätsstadt",Anna-Seghers-Ring
30350e26-3ef5-11e5-a013-0050569b7e95,"{""strasse_name"": ""Anne-Frank-Weg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12360"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30350e26-3ef5-11e5-a013-0050569b7e95""}","MULTILINESTRING ((12.059765 54.112980, 12.059756 54.112622), (12.059765 54.112980, 12.058994 54.112982), (12.059778 54.113340, 12.059765 54.112980), (12.061790 54.113321, 12.061983 54.113319), (12.062241 54.113317, 12.061983 54.113319), (12.059795 54.114080, 12.059778 54.113340), (12.061983 54.113319, 12.061790 54.113321), (12.061790 54.113321, 12.059778 54.113340))","Rostock, Hanse- und Universitätsstadt",Anne-Frank-Weg
3034d3f2-3ef5-11e5-9ff8-0050569b7e95,"{""strasse_name"": ""An den Griebens\u00f6llen"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12610"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034d3f2-3ef5-11e5-9ff8-0050569b7e95""}","MULTILINESTRING ((12.053684 54.110255, 12.057551 54.108061), (12.057551 54.108061, 12.056413 54.105762), (12.058705 54.107943, 12.057551 54.108061))","Rostock, Hanse- und Universitätsstadt",An den Griebensöllen
30351376-3ef5-11e5-a016-0050569b7e95,"{""strasse_name"": ""Anton-Makarenko-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00750"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30351376-3ef5-11e5-a016-0050569b7e95""}","MULTILINESTRING ((12.056108 54.117446, 12.057311 54.117516), (12.053891 54.117013, 12.057311 54.117516), (12.057311 54.117516, 12.057223 54.119094))","Rostock, Hanse- und Universitätsstadt",Anton-Makarenko-Str.
a23350fc-3cc7-11e6-89fc-0050569b7e95,"{""strasse_name"": ""Am M\u00fchlenteich"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""14150"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""a23350fc-3cc7-11e6-89fc-0050569b7e95""}","LINESTRING (12.053139 54.113251, 12.037287 54.114996)","Rostock, Hanse- und Universitätsstadt",Am Mühlenteich
3034f3fa-3ef5-11e5-a009-0050569b7e95,"{""strasse_name"": ""An der Obstplantage"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12280"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034f3fa-3ef5-11e5-a009-0050569b7e95""}","MULTILINESTRING ((12.035802 54.117233, 12.034580 54.115483), (12.036203 54.116894, 12.036329 54.116802, 12.036436 54.116848, 12.036405 54.116880, 12.036203 54.116894), (12.036203 54.116894, 12.035802 54.117233), (12.036535 54.117535, 12.036150 54.117865), (12.036337 54.117460, 12.035968 54.117314), (12.035968 54.117314, 12.035802 54.117233), (12.035968 54.117314, 12.035586 54.117645), (12.036337 54.117460, 12.036535 54.117535), (12.036535 54.117535, 12.036337 54.117460))","Rostock, Hanse- und Universitätsstadt",An der Obstplantage
303421fa-3ef5-11e5-9f9b-0050569b7e95,"{""strasse_name"": ""Aleksis-Kivi-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00190"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303421fa-3ef5-11e5-9f9b-0050569b7e95""}","MULTILINESTRING ((12.061820 54.126426, 12.059521 54.128518), (12.059521 54.128518, 12.059110 54.129392), (12.059521 54.128518, 12.059214 54.127578), (12.061820 54.126426, 12.060766 54.126981), (12.059214 54.127578, 12.059347 54.127510, 12.059356 54.127441, 12.059142 54.127432, 12.059214 54.127578), (12.061899 54.125891, 12.061820 54.126426))","Rostock, Hanse- und Universitätsstadt",Aleksis-Kivi-Str.
30350ff2-3ef5-11e5-a014-0050569b7e95,"{""strasse_name"": ""Annette-Kolb-Ring"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12110"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30350ff2-3ef5-11e5-a014-0050569b7e95""}","MULTILINESTRING ((12.042941 54.123560, 12.041864 54.121902, 12.042923 54.121793), (12.043000 54.122594, 12.042923 54.121793), (12.043016 54.122747, 12.043000 54.122594), (12.043123 54.123547, 12.043016 54.122747), (12.043103 54.121788, 12.042923 54.121793), (12.043000 54.122594, 12.043016 54.122747))","Rostock, Hanse- und Universitätsstadt",Annette-Kolb-Ring
303415de-3ef5-11e5-9f97-0050569b7e95,"{""strasse_name"": ""Albert-Schweitzer-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00170"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303415de-3ef5-11e5-9f97-0050569b7e95""}","MULTILINESTRING ((12.149870 54.113659, 12.150963 54.116414), (12.145688 54.114457, 12.148569 54.114392))","Rostock, Hanse- und Universitätsstadt",Albert-Schweitzer-Str.
303462aa-3ef5-11e5-9fb9-0050569b7e95,"{""strasse_name"": ""Am Fasanenholz"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00380"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303462aa-3ef5-11e5-9fb9-0050569b7e95""}","MULTILINESTRING ((12.138895 54.109132, 12.140609 54.108733), (12.140609 54.108733, 12.140541 54.109447))","Rostock, Hanse- und Universitätsstadt",Am Fasanenholz
30346a7a-3ef5-11e5-9fbd-0050569b7e95,"{""strasse_name"": ""Am Fliederbeerenbusch"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00080"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30346a7a-3ef5-11e5-9fbd-0050569b7e95""}","MULTILINESTRING ((12.138854 54.114107, 12.138445 54.114855), (12.138445 54.114855, 12.138506 54.114739))","Rostock, Hanse- und Universitätsstadt",Am Fliederbeerenbusch
3034916c-3ef5-11e5-9fd3-0050569b7e95,"{""strasse_name"": ""Am Liepengraben"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10390"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034916c-3ef5-11e5-9fd3-0050569b7e95""}","LINESTRING (12.153471 54.128521, 12.165952 54.128437)","Rostock, Hanse- und Universitätsstadt",Am Liepengraben
3034793e-3ef5-11e5-9fc6-0050569b7e95,"{""strasse_name"": ""Am Heidenholt"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""88370"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034793e-3ef5-11e5-9fc6-0050569b7e95""}","MULTILINESTRING ((12.161741 54.139752, 12.164336 54.141786), (12.162935 54.143942, 12.162537 54.143700), (12.162537 54.143700, 12.161913 54.143253), (12.161913 54.143253, 12.161774 54.143159), (12.163509 54.143072, 12.162787 54.142617), (12.163509 54.143072, 12.162247 54.142906), (12.162247 54.142906, 12.162246 54.142906), (12.162537 54.143700, 12.161913 54.143253), (12.163034 54.144420, 12.164043 54.143779, 12.163509 54.143072), (12.165898 54.140977, 12.164336 54.141786), (12.164336 54.141786, 12.162787 54.142617), (12.162787 54.142617, 12.162247 54.142906), (12.162247 54.142906, 12.161774 54.143159), (12.161774 54.143159, 12.148434 54.146308), (12.162935 54.143942, 12.163145 54.144067, 12.163632 54.143796, 12.163436 54.143674, 12.162935 54.143942))","Rostock, Hanse- und Universitätsstadt",Am Heidenholt
3034cb78-3ef5-11e5-9ff3-0050569b7e95,"{""strasse_name"": ""Am Wiesenhang"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00570"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034cb78-3ef5-11e5-9ff3-0050569b7e95""}","MULTILINESTRING ((12.122720 54.101909, 12.118374 54.103730), (12.122720 54.101909, 12.122058 54.101410), (12.123039 54.101792, 12.122720 54.101909))","Rostock, Hanse- und Universitätsstadt",Am Wiesenhang
30340f76-3ef5-11e5-9f93-0050569b7e95,"{""strasse_name"": ""Akazienweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00150"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30340f76-3ef5-11e5-9f93-0050569b7e95""}","LINESTRING (12.064937 54.060582, 12.064117 54.059999)","Rostock, Hanse- und Universitätsstadt",Akazienweg
30349d42-3ef5-11e5-9fda-0050569b7e95,"{""strasse_name"": ""Am Rodelberg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10030"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30349d42-3ef5-11e5-9fda-0050569b7e95""}","LINESTRING (12.107437 54.065767, 12.109905 54.066376)","Rostock, Hanse- und Universitätsstadt",Am Rodelberg
30352d34-3ef5-11e5-a024-0050569b7e95,"{""strasse_name"": ""Auf der Tenne"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10700"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30352d34-3ef5-11e5-a024-0050569b7e95""}","LINESTRING (12.112008 54.059410, 12.109658 54.059447)","Rostock, Hanse- und Universitätsstadt",Auf der Tenne
303489d8-3ef5-11e5-9fcf-0050569b7e95,"{""strasse_name"": ""Am Kringelgraben"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00440"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303489d8-3ef5-11e5-9fcf-0050569b7e95""}","MULTILINESTRING ((12.105994 54.066324, 12.107109 54.067331), (12.104124 54.067061, 12.105262 54.068049), (12.107530 54.068438, 12.110228 54.068310), (12.105777 54.068219, 12.107350 54.067542), (12.104296 54.068368, 12.105313 54.068157), (12.106955 54.068359, 12.107820 54.067962), (12.106358 54.068288, 12.107591 54.067756))","Rostock, Hanse- und Universitätsstadt",Am Kringelgraben
3034643a-3ef5-11e5-9fba-0050569b7e95,"{""strasse_name"": ""Am Feldrain"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10690"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034643a-3ef5-11e5-9fba-0050569b7e95""}","MULTILINESTRING ((12.116326 54.059907, 12.115549 54.061628), (12.113668 54.061877, 12.113582 54.060602), (12.114652 54.061551, 12.113986 54.061505), (12.115455 54.062022, 12.114558 54.061953))","Rostock, Hanse- und Universitätsstadt",Am Feldrain
3034b566-3ef5-11e5-9fe7-0050569b7e95,"{""strasse_name"": ""Am Storchennest"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12260"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034b566-3ef5-11e5-9fe7-0050569b7e95""}","LINESTRING (12.099967 54.059101, 12.099320 54.060332)","Rostock, Hanse- und Universitätsstadt",Am Storchennest
30347c86-3ef5-11e5-9fc8-0050569b7e95,"{""strasse_name"": ""Am Herrnteich"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12270"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30347c86-3ef5-11e5-9fc8-0050569b7e95""}","MULTILINESTRING ((12.100851 54.060680, 12.101080 54.060296, 12.101171 54.060108, 12.101291 54.059803, 12.101473 54.059510), (12.100247 54.059905, 12.101171 54.060108))","Rostock, Hanse- und Universitätsstadt",Am Herrnteich
30340c9c-3ef5-11e5-9f91-0050569b7e95,"{""strasse_name"": ""Ahornweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00140"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30340c9c-3ef5-11e5-9f91-0050569b7e95""}","LINESTRING (12.068541 54.064982, 12.070170 54.063003)","Rostock, Hanse- und Universitätsstadt",Ahornweg
30345dc8-3ef5-11e5-9fb6-0050569b7e95,"{""strasse_name"": ""Am Dorfteich"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00370"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30345dc8-3ef5-11e5-9fb6-0050569b7e95""}","MULTILINESTRING ((12.105745 54.059874, 12.105371 54.059985, 12.105244 54.059844, 12.105745 54.059874), (12.106441 54.060727, 12.105745 54.059874), (12.104473 54.060586, 12.104187 54.060174), (12.105333 54.060953, 12.104486 54.060581), (12.106441 54.060727, 12.105333 54.060953), (12.104486 54.060581, 12.104473 54.060586), (12.104473 54.060586, 12.103328 54.061074), (12.106717 54.061353, 12.106441 54.060727), (12.102605 54.062208, 12.101957 54.061898), (12.103555 54.061975, 12.103254 54.062072), (12.103590 54.062142, 12.103555 54.061975), (12.103590 54.062142, 12.103254 54.062072), (12.103254 54.062072, 12.102605 54.062208), (12.103851 54.062563, 12.103590 54.062142), (12.103554 54.061469, 12.102353 54.059759), (12.105333 54.060953, 12.103554 54.061469), (12.103554 54.061469, 12.103555 54.061975))","Rostock, Hanse- und Universitätsstadt",Am Dorfteich
3034ff8a-3ef5-11e5-a00c-0050569b7e95,"{""strasse_name"": ""An der Viergelindenbr\u00fccke"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00640"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034ff8a-3ef5-11e5-a00c-0050569b7e95""}","LINESTRING (12.143730 54.087259, 12.143621 54.086790)","Rostock, Hanse- und Universitätsstadt",An der Viergelindenbrücke
30344d42-3ef5-11e5-9fac-0050569b7e95,"{""strasse_name"": ""Am Bagehl"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00300"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30344d42-3ef5-11e5-9fac-0050569b7e95""}","LINESTRING (12.146367 54.087418, 12.146107 54.086805)","Rostock, Hanse- und Universitätsstadt",Am Bagehl
30345c2e-3ef5-11e5-9fb5-0050569b7e95,"{""strasse_name"": ""Am B\u00fcrgermeistergarten"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""12550"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30345c2e-3ef5-11e5-9fb5-0050569b7e95""}","LINESTRING (12.143680 54.087092, 12.142717 54.086554)","Rostock, Hanse- und Universitätsstadt",Am Bürgermeistergarten
30352eec-3ef5-11e5-a025-0050569b7e95,"{""strasse_name"": ""August-Bebel-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00940"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30352eec-3ef5-11e5-a025-0050569b7e95""}","MULTILINESTRING ((12.126050 54.085620, 12.132213 54.085492), (12.132213 54.085492, 12.141051 54.085746), (12.132077 54.085222, 12.131700 54.084729), (12.132133 54.084554, 12.132077 54.085222), (12.132077 54.085222, 12.132213 54.085492))","Rostock, Hanse- und Universitätsstadt",August-Bebel-Str.
303530c2-3ef5-11e5-a026-0050569b7e95,"{""strasse_name"": ""Augustenstr."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00970"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303530c2-3ef5-11e5-a026-0050569b7e95""}","MULTILINESTRING ((12.128027 54.084574, 12.126833 54.084618), (12.141193 54.084875, 12.128030 54.084596), (12.136866 54.084471, 12.137969 54.084617))","Rostock, Hanse- und Universitätsstadt",Augustenstr.
3034c132-3ef5-11e5-9fed-0050569b7e95,"{""strasse_name"": ""Am V\u00f6genteich"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""09790"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034c132-3ef5-11e5-9fed-0050569b7e95""}","LINESTRING (12.126387 54.087468, 12.127490 54.082131)","Rostock, Hanse- und Universitätsstadt",Am Vögenteich
30347150-3ef5-11e5-9fc1-0050569b7e95,"{""strasse_name"": ""Am G\u00fcterbahnhof"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00410"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30347150-3ef5-11e5-9fc1-0050569b7e95""}","LINESTRING (12.141466 54.083499, 12.144576 54.083179)","Rostock, Hanse- und Universitätsstadt",Am Güterbahnhof
3034aac6-3ef5-11e5-9fe1-0050569b7e95,"{""strasse_name"": ""Amselweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""10320"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""3034aac6-3ef5-11e5-9fe1-0050569b7e95""}","LINESTRING (12.167849 54.078558, 12.169468 54.078941)","Rostock, Hanse- und Universitätsstadt",Amselweg
303511be-3ef5-11e5-a015-0050569b7e95,"{""strasse_name"": ""Anno-Toback-Weg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00740"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303511be-3ef5-11e5-a015-0050569b7e95""}","LINESTRING (12.185743 54.079642, 12.189482 54.079551)","Rostock, Hanse- und Universitätsstadt",Anno-Toback-Weg
303410de-3ef5-11e5-9f94-0050569b7e95,"{""strasse_name"": ""Albatrosweg"", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""13000"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""303410de-3ef5-11e5-9f94-0050569b7e95""}","LINESTRING (12.083473 54.072397, 12.082093 54.072503)","Rostock, Hanse- und Universitätsstadt",Albatrosweg
30341250-3ef5-11e5-9f95-0050569b7e95,"{""strasse_name"": ""Albert-Einstein-Str."", ""kreis_name"": ""Rostock"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""kreis_schluessel"": ""13003"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_schluessel"": ""00160"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""uuid"": ""30341250-3ef5-11e5-9f95-0050569b7e95""}","MULTILINESTRING ((12.106306 54.076250, 12.103832 54.074691), (12.103116 54.076918, 12.101688 54.076951), (12.105062 54.076378, 12.103835 54.077168), (12.103258 54.076822, 12.103116 54.076918), (12.103835 54.077168, 12.103258 54.076822), (12.103258 54.076822, 12.102751 54.076560), (12.102768 54.077549, 12.103116 54.076918), (12.113310 54.079207, 12.112334 54.078898), (12.115428 54.078393, 12.113024 54.077769), (12.113024 54.077769, 12.112334 54.078898), (12.112334 54.078898, 12.108995 54.078520), (12.109789 54.077263, 12.106306 54.076250), (12.106306 54.076250, 12.105302 54.077588), (12.105302 54.077588, 12.103835 54.077168), (12.113024 54.077769, 12.109789 54.077263), (12.109789 54.077263, 12.108995 54.078520), (12.108995 54.078520, 12.105302 54.077588))","Rostock, Hanse- und Universitätsstadt",Albert-Einstein-Str.
