id,json,geometrie,gemeinde_name,strasse_name,stat_bezirk_name
3034ae2c-3ef5-11e5-9fe3-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034ae2c-3ef5-11e5-9fe3-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Soll"", ""strasse_schluessel"": ""88380"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.025903 54.169667, 12.025838 54.169470, 12.025855 54.169362, 12.025918 54.169281, 12.025987 54.169239, 12.026490 54.169032, 12.026611 54.168973, 12.026673 54.168917, 12.026887 54.168323, 12.026511 54.168289), (12.026887 54.168323, 12.028088 54.168388))","Rostock, Hanse- und Universitätsstadt",Am Soll,Seebad Diedrichshagen I
30346dfe-3ef5-11e5-9fbf-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30346dfe-3ef5-11e5-9fbf-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Golfplatz"", ""strasse_schluessel"": ""13550"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.026057 54.164592, 12.026029 54.164713, 12.025958 54.164786, 12.025514 54.164964, 12.025334 54.165055, 12.025147 54.165182, 12.024964 54.165338, 12.024800 54.165497, 12.024728 54.165609, 12.024653 54.165655, 12.024542 54.165684, 12.024430 54.165672, 12.024339 54.165634, 12.024289 54.165580, 12.024293 54.165511, 12.024440 54.165382, 12.024590 54.165219, 12.024826 54.165048, 12.025088 54.164917, 12.026057 54.164592, 12.027439 54.164167, 12.029741 54.163532, 12.031654 54.163380, 12.031915 54.163338, 12.032852 54.163021)","Rostock, Hanse- und Universitätsstadt",Am Golfplatz,
3034b3a4-3ef5-11e5-9fe6-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034b3a4-3ef5-11e5-9fe6-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Stolteraer Ring"", ""strasse_schluessel"": ""13560"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.036704 54.169097, 12.036499 54.169288, 12.036181 54.169586, 12.036499 54.169705, 12.036924 54.169648, 12.036830 54.169406, 12.036804 54.169372, 12.036753 54.169337, 12.036539 54.169251), (12.036499 54.169288, 12.036184 54.169171, 12.036164 54.169144, 12.036174 54.169116, 12.036206 54.169095, 12.036254 54.169092, 12.036300 54.169107, 12.036316 54.169133, 12.036271 54.169201))","Rostock, Hanse- und Universitätsstadt",Am Stolteraer Ring,Seebad Diedrichshagen I
3034eedc-3ef5-11e5-a006-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034eedc-3ef5-11e5-a006-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Koppel"", ""strasse_schluessel"": ""10890"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.045675 54.167794, 12.045303 54.167766, 12.045063 54.167671, 12.044692 54.167651, 12.044647 54.167662), (12.044647 54.167662, 12.044624 54.167686, 12.044614 54.167982, 12.044671 54.168048, 12.044636 54.168129), (12.044647 54.167662, 12.044402 54.167618, 12.044362 54.167571, 12.044281 54.167540, 12.044083 54.167544), (12.045675 54.167794, 12.045544 54.168247), (12.045764 54.167584, 12.045675 54.167794))","Rostock, Hanse- und Universitätsstadt",An der Koppel,Seebad Diedrichshagen II
3034204c-3ef5-11e5-9f9a-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034204c-3ef5-11e5-9f9a-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""A.-Tischbein-Str."", ""strasse_schluessel"": ""06900"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.067239 54.143697, 12.067500 54.144729, 12.067567 54.144892, 12.067655 54.145052, 12.067824 54.145296, 12.069098 54.146773, 12.069422 54.147092, 12.069790 54.147356, 12.070860 54.148011, 12.071084 54.148169, 12.071337 54.148393, 12.071453 54.148526, 12.071605 54.148776, 12.071668 54.148918, 12.071710 54.149073), (12.071605 54.152756, 12.071719 54.149824, 12.071729 54.149253, 12.071710 54.149073, 12.073298 54.149083, 12.073364 54.149060, 12.073403 54.149022, 12.073419 54.148720, 12.073423 54.148504, 12.073272 54.148501, 12.073268 54.148556, 12.073316 54.148586, 12.073419 54.148720), (12.071649 54.151505, 12.071343 54.151337, 12.071308 54.151270, 12.071340 54.151209, 12.071469 54.151177, 12.071592 54.151210, 12.071630 54.151235, 12.071658 54.151283))","Rostock, Hanse- und Universitätsstadt",A.-Tischbein-Str.,Groß Klein III
303516f0-3ef5-11e5-a018-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303516f0-3ef5-11e5-a018-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Antwerpener Str."", ""strasse_schluessel"": ""13670"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.053113 54.152719, 12.053021 54.152464, 12.053022 54.152426, 12.053062 54.152391, 12.053126 54.152372, 12.054219 54.152227, 12.054398 54.152159, 12.055444 54.152026, 12.055512 54.152034, 12.055560 54.152056, 12.055581 54.152086, 12.055747 54.152512, 12.055745 54.152536, 12.055723 54.152557)","Rostock, Hanse- und Universitätsstadt",Antwerpener Str.,Lichtenhagen I
303403dc-3ef5-11e5-9f8b-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303403dc-3ef5-11e5-9f8b-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Ackerweg"", ""strasse_schluessel"": ""10110"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.039317 54.140749, 12.040762 54.140753, 12.040947 54.140731, 12.041030 54.140669, 12.041041 54.140635, 12.041049 54.140043)","Rostock, Hanse- und Universitätsstadt",Ackerweg,Lütten Klein I
30340b2a-3ef5-11e5-9f90-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30340b2a-3ef5-11e5-9f90-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Ahlbecker Str."", ""strasse_schluessel"": ""00130"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.048270 54.145668, 12.048261 54.142461), (12.048247 54.140523, 12.048261 54.142461))","Rostock, Hanse- und Universitätsstadt",Ahlbecker Str.,Lütten Klein II
3034d5aa-3ef5-11e5-9ff9-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034d5aa-3ef5-11e5-9ff9-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An den Moorwiesen"", ""strasse_schluessel"": ""12680"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.064052 54.103239, 12.063779 54.103367, 12.063554 54.103424, 12.061102 54.103729, 12.060741 54.103799, 12.060631 54.103853, 12.060497 54.103972, 12.060456 54.104041, 12.060449 54.104127, 12.060707 54.105172, 12.060826 54.105367)","Rostock, Hanse- und Universitätsstadt",An den Moorwiesen,Reutershagen IV
3034bf98-3ef5-11e5-9fec-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034bf98-3ef5-11e5-9fec-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Umspannwerk"", ""strasse_schluessel"": ""12690"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.063334 54.104493, 12.063610 54.104498, 12.064143 54.104540)","Rostock, Hanse- und Universitätsstadt",Am Umspannwerk,Reutershagen IV
30350c64-3ef5-11e5-a012-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30350c64-3ef5-11e5-a012-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Anna-Seghers-Ring"", ""strasse_schluessel"": ""11000"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.044680 54.125151, 12.046204 54.125517, 12.046398 54.125530, 12.046501 54.125511, 12.046572 54.125470, 12.046617 54.125425, 12.046630 54.125381, 12.046621 54.125013, 12.046598 54.124854, 12.046743 54.124198, 12.046876 54.123962, 12.046904 54.123766), (12.044548 54.124483, 12.044603 54.124598, 12.044662 54.125115, 12.044680 54.125151))","Rostock, Hanse- und Universitätsstadt",Anna-Seghers-Ring,Evershagen I
30350e26-3ef5-11e5-a013-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30350e26-3ef5-11e5-a013-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Anne-Frank-Weg"", ""strasse_schluessel"": ""12360"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.059765 54.112980, 12.059756 54.112622), (12.059765 54.112980, 12.058994 54.112982), (12.059778 54.113340, 12.059765 54.112980), (12.061790 54.113321, 12.061789 54.113208, 12.061980 54.113207, 12.061983 54.113319), (12.062241 54.113317, 12.061983 54.113319), (12.059795 54.114080, 12.059778 54.113340), (12.061983 54.113319, 12.061790 54.113321), (12.061790 54.113321, 12.059778 54.113340))","Rostock, Hanse- und Universitätsstadt",Anne-Frank-Weg,Evershagen IV
3034d3f2-3ef5-11e5-9ff8-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034d3f2-3ef5-11e5-9ff8-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An den Griebens\u00f6llen"", ""strasse_schluessel"": ""12610"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.053684 54.110255, 12.054039 54.110225, 12.054434 54.110078, 12.055113 54.110006, 12.055184 54.109985, 12.055201 54.109934, 12.055159 54.109764, 12.057372 54.108910, 12.057492 54.108848, 12.057647 54.108710, 12.057698 54.108575, 12.057694 54.108493, 12.057660 54.108351, 12.057551 54.108061), (12.057551 54.108061, 12.057362 54.107719, 12.056962 54.107203, 12.056829 54.106981, 12.056732 54.106772, 12.056504 54.106093, 12.056413 54.105762), (12.058705 54.107943, 12.057551 54.108061))","Rostock, Hanse- und Universitätsstadt",An den Griebensöllen,Evershagen IV
30351376-3ef5-11e5-a016-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30351376-3ef5-11e5-a016-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Anton-Makarenko-Str."", ""strasse_schluessel"": ""00750"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.056108 54.117446, 12.057311 54.117516), (12.053891 54.117013, 12.054454 54.117148, 12.055098 54.117225, 12.057161 54.117342, 12.057248 54.117359, 12.057308 54.117392, 12.057324 54.117433, 12.057311 54.117516), (12.057311 54.117516, 12.057094 54.118855, 12.057120 54.118974, 12.057223 54.119094))","Rostock, Hanse- und Universitätsstadt",Anton-Makarenko-Str.,Evershagen II
a23350fc-3cc7-11e6-89fc-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""a23350fc-3cc7-11e6-89fc-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am M\u00fchlenteich"", ""strasse_schluessel"": ""14150"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.053139 54.113251, 12.044559 54.114117, 12.042719 54.114318, 12.038744 54.115456, 12.038621 54.115468, 12.038505 54.115455, 12.038411 54.115426, 12.037287 54.114996)","Rostock, Hanse- und Universitätsstadt",Am Mühlenteich,Evershagen IV
3034f3fa-3ef5-11e5-a009-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034f3fa-3ef5-11e5-a009-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""An der Obstplantage"", ""strasse_schluessel"": ""12280"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.035802 54.117233, 12.035406 54.117159, 12.035240 54.117169, 12.034834 54.117252, 12.034717 54.117256, 12.034617 54.117236, 12.034549 54.117202, 12.034517 54.117155, 12.034509 54.117089, 12.034724 54.116535, 12.035068 54.115729, 12.035073 54.115688, 12.035045 54.115654, 12.034834 54.115554, 12.034753 54.115521, 12.034580 54.115483), (12.036203 54.116894, 12.036329 54.116802, 12.036399 54.116817, 12.036436 54.116848, 12.036405 54.116880, 12.036203 54.116894), (12.036203 54.116894, 12.035802 54.117233), (12.036535 54.117535, 12.036150 54.117865), (12.036337 54.117460, 12.035968 54.117314), (12.035968 54.117314, 12.035802 54.117233), (12.035968 54.117314, 12.035586 54.117645), (12.036337 54.117460, 12.036566 54.117441, 12.036649 54.117469, 12.036639 54.117492, 12.036593 54.117521, 12.036535 54.117535), (12.036535 54.117535, 12.036337 54.117460))","Rostock, Hanse- und Universitätsstadt",An der Obstplantage,Evershagen I
303421fa-3ef5-11e5-9f9b-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303421fa-3ef5-11e5-9f9b-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Aleksis-Kivi-Str."", ""strasse_schluessel"": ""00190"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.061820 54.126426, 12.061707 54.127102, 12.061654 54.127263, 12.061602 54.127330, 12.061509 54.127405, 12.059521 54.128518), (12.059521 54.128518, 12.059360 54.128610, 12.059287 54.128699, 12.059253 54.128985, 12.059328 54.129197, 12.059304 54.129329, 12.059245 54.129370, 12.059110 54.129392, 12.058763 54.129372, 12.058744 54.129501, 12.058888 54.129508, 12.059110 54.129392), (12.059521 54.128518, 12.059405 54.128422, 12.059346 54.128314, 12.059245 54.128048, 12.059188 54.127811, 12.059214 54.127578), (12.061820 54.126426, 12.061248 54.126397, 12.061189 54.126408, 12.061143 54.126471, 12.061055 54.126937, 12.060975 54.126987, 12.060766 54.126981), (12.059214 54.127578, 12.059347 54.127510, 12.059362 54.127479, 12.059356 54.127441, 12.059320 54.127415, 12.059246 54.127401, 12.059180 54.127409, 12.059142 54.127432, 12.059124 54.127473, 12.059132 54.127504, 12.059160 54.127543, 12.059214 54.127578), (12.061899 54.125891, 12.061820 54.126426))","Rostock, Hanse- und Universitätsstadt",Aleksis-Kivi-Str.,Evershagen III
30350ff2-3ef5-11e5-a014-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30350ff2-3ef5-11e5-a014-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Annette-Kolb-Ring"", ""strasse_schluessel"": ""12110"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.042941 54.123560, 12.042208 54.123581, 12.042132 54.123576, 12.042043 54.123532, 12.042028 54.123497, 12.041959 54.122856, 12.042028 54.122723, 12.042023 54.122689, 12.041950 54.122617, 12.041925 54.122563, 12.041864 54.121902, 12.041883 54.121849, 12.041983 54.121824, 12.042923 54.121793), (12.043000 54.122594, 12.042923 54.121793), (12.043016 54.122747, 12.042924 54.122732, 12.042888 54.122710, 12.042878 54.122679, 12.042880 54.122647, 12.042907 54.122623, 12.043000 54.122594), (12.043123 54.123547, 12.043090 54.123457, 12.043016 54.122747), (12.043103 54.121788, 12.042923 54.121793), (12.043000 54.122594, 12.043096 54.122617, 12.043131 54.122642, 12.043140 54.122672, 12.043131 54.122703, 12.043100 54.122727, 12.043016 54.122747))","Rostock, Hanse- und Universitätsstadt",Annette-Kolb-Ring,Evershagen I
303415de-3ef5-11e5-9f97-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303415de-3ef5-11e5-9f97-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Albert-Schweitzer-Str."", ""strasse_schluessel"": ""00170"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.149870 54.113659, 12.149674 54.114042, 12.149628 54.114076, 12.148569 54.114392, 12.149503 54.115481, 12.149668 54.115597, 12.149785 54.115644, 12.150308 54.115752, 12.150438 54.115765, 12.150478 54.115834, 12.150963 54.116414), (12.145688 54.114457, 12.146608 54.114640, 12.146787 54.114634, 12.148369 54.114166, 12.148569 54.114392))","Rostock, Hanse- und Universitätsstadt",Albert-Schweitzer-Str.,Toitenwinkel II
303462aa-3ef5-11e5-9fb9-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""303462aa-3ef5-11e5-9fb9-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Fasanenholz"", ""strasse_schluessel"": ""00380"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.138895 54.109132, 12.138936 54.109037, 12.138963 54.108309, 12.138981 54.108265, 12.139096 54.108216, 12.139172 54.108218, 12.140549 54.108489, 12.140612 54.108543, 12.140609 54.108733), (12.140609 54.108733, 12.140580 54.109350, 12.140541 54.109447))","Rostock, Hanse- und Universitätsstadt",Am Fasanenholz,Toitenwinkel III
30346a7a-3ef5-11e5-9fbd-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30346a7a-3ef5-11e5-9fbd-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Fliederbeerenbusch"", ""strasse_schluessel"": ""00080"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.138854 54.114107, 12.138445 54.114855), (12.138445 54.114855, 12.138435 54.114887, 12.138460 54.114924, 12.138501 54.114940, 12.138603 54.114929, 12.138630 54.114901, 12.138577 54.114806, 12.138506 54.114739))","Rostock, Hanse- und Universitätsstadt",Am Fliederbeerenbusch,Toitenwinkel III
3034916c-3ef5-11e5-9fd3-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034916c-3ef5-11e5-9fd3-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Liepengraben"", ""strasse_schluessel"": ""10390"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.153471 54.128521, 12.153605 54.128474, 12.153897 54.128447, 12.165952 54.128437)","Rostock, Hanse- und Universitätsstadt",Am Liepengraben,Hinrichsdorf
3034793e-3ef5-11e5-9fc6-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034793e-3ef5-11e5-9fc6-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Heidenholt"", ""strasse_schluessel"": ""88370"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.161741 54.139752, 12.162137 54.140095, 12.164336 54.141786), (12.162935 54.143942, 12.162537 54.143700), (12.162537 54.143700, 12.161913 54.143253), (12.161913 54.143253, 12.161774 54.143159), (12.163509 54.143072, 12.162787 54.142617), (12.163509 54.143072, 12.162862 54.143283, 12.162770 54.143292, 12.162703 54.143280, 12.162603 54.143213, 12.162247 54.142906), (12.162247 54.142906, 12.162246 54.142906), (12.162537 54.143700, 12.162298 54.143807, 12.161840 54.143849, 12.161562 54.143856, 12.161505 54.143844, 12.161325 54.143739, 12.161309 54.143705, 12.161321 54.143678, 12.161833 54.143296, 12.161913 54.143253), (12.163034 54.144420, 12.163856 54.143991, 12.163976 54.143887, 12.164043 54.143779, 12.164080 54.143641, 12.164075 54.143507, 12.164014 54.143401, 12.163929 54.143314, 12.163838 54.143250, 12.163509 54.143072), (12.165898 54.140977, 12.165169 54.141342, 12.164336 54.141786), (12.164336 54.141786, 12.162787 54.142617), (12.162787 54.142617, 12.162247 54.142906), (12.162247 54.142906, 12.161774 54.143159), (12.161774 54.143159, 12.160259 54.143972, 12.160000 54.144081, 12.159712 54.144161, 12.158828 54.144260, 12.152251 54.145091, 12.151954 54.145145, 12.151396 54.145312, 12.150291 54.145756, 12.149844 54.145917, 12.148918 54.146209, 12.148434 54.146308), (12.162935 54.143942, 12.163145 54.144067, 12.163632 54.143796, 12.163436 54.143674, 12.162935 54.143942))","Rostock, Hanse- und Universitätsstadt",Am Heidenholt,
3034cb78-3ef5-11e5-9ff3-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""3034cb78-3ef5-11e5-9ff3-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Wiesenhang"", ""strasse_schluessel"": ""00570"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","MULTILINESTRING ((12.122720 54.101909, 12.119425 54.103482, 12.119237 54.103540, 12.118374 54.103730), (12.122720 54.101909, 12.122058 54.101410), (12.123039 54.101792, 12.122803 54.101893, 12.122720 54.101909))","Rostock, Hanse- und Universitätsstadt",Am Wiesenhang,Gehlsdorf
30340f76-3ef5-11e5-9f93-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30340f76-3ef5-11e5-9f93-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Akazienweg"", ""strasse_schluessel"": ""00150"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.064937 54.060582, 12.064911 54.060544, 12.064705 54.060415, 12.064117 54.059999)","Rostock, Hanse- und Universitätsstadt",Akazienweg,Gartenstadt/Stadtweide II
30349d42-3ef5-11e5-9fda-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30349d42-3ef5-11e5-9fda-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Am Rodelberg"", ""strasse_schluessel"": ""10030"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.107437 54.065767, 12.108393 54.065415, 12.108708 54.065352, 12.108779 54.065373, 12.109905 54.066376)","Rostock, Hanse- und Universitätsstadt",Am Rodelberg,Biestow I
30352d34-3ef5-11e5-a024-0050569b7e95,"{""kreis_schluessel"": ""13003"", ""gemeindeverband_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""uuid"": ""30352d34-3ef5-11e5-a024-0050569b7e95"", ""gemeindeverband_schluessel"": ""130030000"", ""strasse_name"": ""Auf der Tenne"", ""strasse_schluessel"": ""10700"", ""gemeinde_name"": ""Rostock, Hanse- und Universit\u00e4tsstadt"", ""gemeinde_schluessel"": ""130030000000"", ""kreis_name"": ""Rostock""}","LINESTRING (12.112008 54.059410, 12.110831 54.059838, 12.110763 54.059847, 12.110092 54.059818, 12.109658 54.059447)","Rostock, Hanse- und Universitätsstadt",Auf der Tenne,Biestow II
